loudness,mode,tempo,duration_ms,genre_num
-9.616,1.0,83.293,264504.0,8.0
-3.688,0.0,106.021,181666.0,7.0
-10.182,0.0,166.253,175850.0,1.0
-7.904,0.0,119.949,216853.0,4.0
-6.389,0.0,162.47,195468.0,9.0
-8.286,1.0,125.007,230400.0,2.0
-7.295,1.0,176.829,275853.0,4.0
-7.533,1.0,169.534,220880.0,8.0
-9.407,0.0,82.108,249560.0,3.0
-7.415,0.0,123.991,225495.0,2.0
-6.084,1.0,78.002,261080.0,5.0
-5.838,1.0,115.0,254181.0,3.0
-12.465,1.0,96.166,463133.0,9.0
-10.337,1.0,118.026,411760.0,9.0
-6.233,0.0,106.991,164867.0,8.0
-7.646,1.0,169.989,234678.0,6.0
-7.122,1.0,161.689,203606.0,1.0
-3.681,0.0,91.033,218521.0,8.0
-7.81,0.0,94.098,184013.0,1.0
-3.831,0.0,75.701,250920.0,0.0
-8.163,1.0,113.034,282046.0,6.0
-6.37,1.0,125.999,233837.0,2.0
-9.496,1.0,100.042,230400.0,1.0
-8.097,0.0,127.011,273300.0,2.0
-4.162,1.0,160.064,206277.0,8.0
-15.099,1.0,102.128,219147.0,7.0
-8.651,1.0,159.893,163853.0,5.0
-7.124,0.0,118.66,254507.0,4.0
-10.313,1.0,123.018,227539.0,4.0
-7.259,1.0,124.003,286452.0,2.0
-8.401,1.0,79.466,152750.0,1.0
-9.258,1.0,81.806,287000.0,8.0
-10.392,1.0,89.953,231800.0,6.0
-8.193,0.0,131.965,246213.0,0.0
-5.925,0.0,169.893,145412.0,5.0
-5.617,1.0,85.026,171360.0,7.0
-8.592,1.0,76.744,177067.0,4.0
-4.48,1.0,109.031,209493.0,1.0
-12.93,0.0,89.573,181745.0,9.0
-8.332,1.0,81.973,198840.0,8.0
-9.717,1.0,85.126,313840.0,8.0
-3.698,0.0,138.94,272957.0,5.0
-6.567,1.0,152.041,245526.0,5.0
-6.075,0.0,88.014,351253.0,4.0
-10.979,0.0,118.033,271952.0,9.0
-9.477,0.0,139.994,182080.0,7.0
-8.17,1.0,91.088,174147.0,3.0
-5.361,1.0,76.679,252160.0,3.0
-10.96,1.0,93.405,271333.0,8.0
-8.109,1.0,149.497,249658.0,9.0
-11.641,1.0,99.734,298197.0,9.0
-8.309,1.0,78.603,236880.0,6.0
-7.605,1.0,89.306,133240.0,5.0
-5.993,0.0,139.048,132707.0,1.0
-8.097,0.0,161.871,184500.0,6.0
-10.421,1.0,124.193,382834.0,8.0
-7.013,1.0,120.057,212760.0,6.0
-3.893,1.0,120.09,160500.0,8.0
-12.625,0.0,137.314,156798.0,7.0
-5.071,1.0,79.948,186480.0,7.0
-5.38,0.0,124.988,273012.0,1.0
-8.067,1.0,74.004,237800.0,3.0
-6.389,1.0,77.045,245072.0,1.0
-6.056,0.0,164.035,239067.0,5.0
-6.297,1.0,121.979,202406.0,7.0
-6.606,1.0,147.976,170270.0,0.0
-6.289,1.0,144.037,231341.0,6.0
-6.755,1.0,144.162,181307.0,4.0
-7.566,1.0,140.032,231231.0,0.0
-10.029,0.0,80.985,202407.0,9.0
-5.833,1.0,143.866,212667.0,3.0
-8.455,0.0,123.993,342053.0,2.0
-8.701,1.0,159.963,168987.0,0.0
-13.766,1.0,117.993,255148.0,3.0
-10.932,1.0,173.027,212680.0,6.0
-7.197,0.0,144.013,154881.0,0.0
-6.148,1.0,144.041,247468.0,1.0
-6.987,1.0,170.846,201213.0,5.0
-7.135,1.0,137.836,255533.0,6.0
-10.918,1.0,147.195,239773.0,6.0
-4.931,0.0,97.047,162848.0,1.0
-7.521,0.0,124.022,320993.0,2.0
-4.504,1.0,94.003,261427.0,7.0
-5.034,0.0,128.998,182326.0,2.0
-8.943,1.0,129.039,223258.0,7.0
-8.58,1.0,127.969,238125.0,2.0
-9.506,0.0,104.956,167227.0,4.0
-7.885,1.0,100.607,229227.0,7.0
-13.675,1.0,98.282,180453.0,4.0
-7.466,1.0,190.958,193888.0,0.0
-4.704,1.0,127.002,158766.0,2.0
-7.188,0.0,138.008,157777.0,0.0
-7.968,1.0,145.722,199500.0,0.0
-11.529,1.0,140.875,223840.0,3.0
-4.108,0.0,172.073,359800.0,0.0
-4.171,1.0,136.759,197517.0,1.0
-9.586,1.0,123.999,278710.0,2.0
-9.082,1.0,169.027,251373.0,3.0
-4.77,1.0,119.976,154983.0,7.0
-10.755,1.0,120.163,404120.0,9.0
-7.582,1.0,158.037,231359.0,6.0
-9.803,1.0,80.823,266720.0,8.0
-5.7,1.0,137.828,222680.0,6.0
-6.794,0.0,145.805,241644.0,0.0
-4.832,0.0,123.019,210053.0,4.0
-4.432,1.0,134.943,209778.0,1.0
-8.071,0.0,123.92,253787.0,2.0
-9.011,1.0,124.763,242235.0,9.0
-8.608,0.0,78.381,269287.0,3.0
-4.695,1.0,91.912,289960.0,3.0
-6.248,0.0,81.396,251573.0,0.0
-9.41,1.0,155.885,228720.0,6.0
-4.196,0.0,118.068,242000.0,2.0
-13.103,0.0,96.964,211000.0,9.0
-7.275,0.0,117.399,207267.0,8.0
-6.008,0.0,125.008,168000.0,2.0
-7.141,1.0,176.188,202453.0,1.0
-5.462,1.0,160.021,187259.0,3.0
-6.443,0.0,125.031,153600.0,0.0
-8.304,1.0,121.003,167680.0,3.0
-3.809,1.0,149.008,98219.0,0.0
-6.776,0.0,78.965,175510.0,6.0
-7.813,1.0,158.351,280827.0,6.0
-10.118,1.0,119.936,390267.0,9.0
-5.569,0.0,102.0,259453.0,7.0
-6.94,1.0,136.862,212884.0,3.0
-4.464,1.0,133.947,146866.0,2.0
-6.456,1.0,95.968,193898.0,6.0
-13.402,1.0,108.143,215800.0,4.0
-8.556,0.0,99.381,154800.0,1.0
-7.632,0.0,84.018,204286.0,0.0
-10.414,1.0,132.98,208800.0,6.0
-5.539,1.0,126.008,241194.0,6.0
-4.531,1.0,127.994,266250.0,2.0
-9.474,1.0,134.943,208701.0,4.0
-6.551,0.0,120.98,182479.0,2.0
-9.18,0.0,121.864,258467.0,8.0
-9.122,1.0,133.364,174840.0,5.0
-13.6,1.0,151.727,271000.0,8.0
-9.054,1.0,153.969,279326.0,1.0
-5.623,1.0,139.931,203373.0,3.0
-16.925,1.0,112.986,316667.0,4.0
-9.799,1.0,176.814,217013.0,5.0
-9.431,1.0,78.993,238250.0,5.0
-7.245,0.0,85.091,170017.0,5.0
-13.454,1.0,73.304,275267.0,4.0
-5.861,0.0,140.836,201238.0,4.0
-7.983,0.0,110.74,208402.0,6.0
-6.997,0.0,128.036,240938.0,2.0
-4.965,0.0,151.971,309175.0,4.0
-8.691,1.0,126.02,239865.0,7.0
-5.761,1.0,134.042,154840.0,4.0
-6.231,1.0,135.027,511400.0,8.0
-7.784,1.0,140.058,192000.0,9.0
-5.425,0.0,124.004,149456.0,2.0
-4.728,1.0,133.113,259227.0,4.0
-5.61,1.0,89.974,209280.0,3.0
-5.429,0.0,80.967,194374.0,1.0
-12.661,0.0,133.945,211455.0,4.0
-3.067,0.0,75.99,173508.0,4.0
-13.475,1.0,109.837,303200.0,8.0
-9.237,1.0,116.063,378147.0,8.0
-6.093,1.0,126.062,220000.0,2.0
-6.018,1.0,147.91,201639.0,3.0
-8.083,1.0,141.966,206720.0,6.0
-7.276,1.0,80.09,196008.0,3.0
-10.727,0.0,94.522,204160.0,9.0
-8.56,0.0,163.503,262748.0,8.0
-7.746,0.0,112.973,165787.0,1.0
-6.457,1.0,119.096,201053.0,9.0
-7.554,0.0,139.979,250286.0,1.0
-7.209,1.0,91.019,189486.0,7.0
-9.443,0.0,104.001,184587.0,1.0
-6.102,0.0,127.085,221220.0,2.0
-19.952,1.0,169.254,188160.0,4.0
-2.42,1.0,106.002,290560.0,4.0
-8.55,0.0,141.466,308120.0,8.0
-6.885,1.0,149.981,257848.0,7.0
-6.936,1.0,85.998,194667.0,3.0
-5.503,1.0,120.0,169434.0,2.0
-7.292,1.0,176.838,275853.0,4.0
-3.502,0.0,99.499,254000.0,4.0
-7.544,1.0,104.662,201294.0,3.0
-7.07,1.0,143.969,183087.0,3.0
-7.148,0.0,125.99,200120.0,2.0
-6.171,1.0,108.44,272693.0,4.0
-5.713,0.0,178.995,243541.0,8.0
-6.686,1.0,123.98,196160.0,6.0
-4.403,1.0,161.94,382455.0,6.0
-4.421,1.0,119.954,160949.0,0.0
-5.8,1.0,83.226,349600.0,0.0
-8.874,0.0,150.167,400171.0,9.0
-17.273,1.0,119.946,470324.0,9.0
-9.555,1.0,138.024,273152.0,9.0
-12.215,1.0,89.935,220199.0,1.0
-7.959,1.0,164.714,226570.0,9.0
-5.54,1.0,147.225,154253.0,5.0
-5.958,1.0,81.46,228708.0,6.0
-7.569,1.0,81.907,248781.0,5.0
-4.819,0.0,126.033,160015.0,2.0
-9.871,0.0,108.025,334360.0,0.0
-4.902,0.0,123.992,177898.0,2.0
-4.437,1.0,91.077,182620.0,4.0
-7.234,0.0,125.944,199960.0,1.0
-9.897,1.0,126.879,266200.0,8.0
-10.309,0.0,124.023,464516.0,2.0
-17.621,0.0,123.56,303827.0,9.0
-6.818,1.0,119.96,290064.0,1.0
-3.675,1.0,99.048,207133.0,7.0
-13.641,1.0,85.111,207187.0,5.0
-9.85,1.0,129.004,213233.0,1.0
-5.177,1.0,90.004,190480.0,7.0
-6.822,1.0,130.203,164203.0,7.0
-6.552,1.0,94.05,291615.0,6.0
-5.219,0.0,107.338,212600.0,4.0
-9.302,1.0,84.689,201200.0,5.0
-5.442,0.0,95.258,303593.0,3.0
-15.374,0.0,130.26,419827.0,9.0
-6.832,1.0,112.022,158571.0,7.0
-6.64,1.0,82.954,219787.0,1.0
-8.684,1.0,139.46,252533.0,8.0
-9.428,1.0,108.23,333989.0,4.0
-5.051,1.0,113.225,181093.0,7.0
-11.277,0.0,159.236,187904.0,9.0
-7.764,1.0,81.217,198519.0,5.0
-3.678,0.0,114.071,165265.0,7.0
-9.224,1.0,148.4,343789.0,4.0
-11.426,0.0,141.345,227751.0,4.0
-7.498,1.0,90.271,162632.0,1.0
-6.13,1.0,158.987,121093.0,5.0
-6.783,1.0,97.044,121165.0,1.0
-6.778,1.0,131.524,174728.0,1.0
-12.505,1.0,99.991,197640.0,6.0
-17.684,1.0,154.079,254093.0,9.0
-9.49,1.0,81.125,179293.0,5.0
-5.95,1.0,141.973,211268.0,5.0
-4.67,1.0,92.125,293215.0,3.0
-5.82,1.0,110.059,167533.0,3.0
-8.421,1.0,160.019,239703.0,9.0
-6.785,0.0,136.362,217267.0,8.0
-5.965,0.0,163.368,262452.0,5.0
-8.298,1.0,80.004,186627.0,1.0
-7.612,1.0,103.134,142819.0,6.0
-8.628,1.0,94.054,183387.0,4.0
-7.385,0.0,101.394,308814.0,4.0
-6.938,1.0,126.006,268867.0,2.0
-9.109,0.0,93.467,249773.0,1.0
-6.927,0.0,130.001,211385.0,2.0
-9.222,1.0,78.558,180387.0,0.0
-6.929,1.0,120.003,208970.0,4.0
-7.93,0.0,105.027,200947.0,6.0
-3.728,1.0,82.538,141091.0,8.0
-14.174,1.0,116.032,293867.0,6.0
-9.625,0.0,122.656,367533.0,4.0
-2.983,1.0,124.041,174215.0,7.0
-2.708,0.0,154.187,144935.0,0.0
-11.106,1.0,100.979,291826.0,6.0
-3.59,1.0,120.023,139616.0,2.0
-4.56,0.0,127.952,225000.0,2.0
-5.771,1.0,110.985,168873.0,0.0
-4.673,0.0,128.043,228799.0,2.0
-7.697,1.0,130.367,214293.0,7.0
-9.128,1.0,127.021,198670.0,1.0
-8.728,1.0,102.885,266053.0,6.0
-15.099,1.0,123.994,275280.0,7.0
-9.87,0.0,90.272,215000.0,7.0
-10.408,1.0,113.064,195368.0,1.0
-6.429,1.0,129.977,182765.0,2.0
-5.871,1.0,72.997,325106.0,1.0
-6.71,1.0,97.004,240347.0,5.0
-4.588,1.0,120.063,202920.0,3.0
-22.206,0.0,95.446,338306.0,9.0
-5.874,1.0,128.002,122064.0,0.0
-7.429,0.0,112.968,234496.0,4.0
-8.134,0.0,119.989,180563.0,7.0
-2.65,1.0,102.972,181991.0,3.0
-11.689,1.0,126.877,163311.0,3.0
-4.844,1.0,149.068,158000.0,0.0
-5.27,1.0,108.9,170813.0,8.0
-9.515,0.0,84.004,165320.0,1.0
-12.124,1.0,83.89,314174.0,3.0
-7.348,0.0,130.038,165213.0,6.0
-9.236,1.0,92.049,153913.0,9.0
-7.355,1.0,71.994,386907.0,0.0
-8.696,1.0,109.085,239805.0,6.0
-21.57,1.0,103.251,192707.0,4.0
-7.116,1.0,76.993,217120.0,3.0
-4.101,1.0,74.993,200371.0,5.0
-11.211,1.0,91.652,169998.0,4.0
-10.511,1.0,89.994,201921.0,4.0
-8.696,0.0,111.962,202388.0,3.0
-5.618,1.0,126.018,220952.0,2.0
-4.777,0.0,98.039,241800.0,6.0
-7.683,1.0,113.256,272347.0,6.0
-5.242,0.0,139.938,171429.0,2.0
-6.144,1.0,196.142,156947.0,3.0
-8.635,0.0,133.671,189921.0,1.0
-6.053,1.0,107.992,284009.0,5.0
-9.512,1.0,155.705,203037.0,1.0
-3.784,0.0,89.951,175773.0,4.0
-8.044,0.0,111.997,193027.0,0.0
-19.013,0.0,100.648,269857.0,9.0
-6.803,1.0,82.748,242720.0,8.0
-16.548,1.0,155.547,200240.0,3.0
-10.96,1.0,73.949,249533.0,5.0
-9.389,1.0,124.148,169266.0,7.0
-5.572,1.0,145.008,257267.0,0.0
-7.472,1.0,127.999,249494.0,7.0
-5.292,1.0,79.512,270695.0,5.0
-6.946,1.0,115.023,198120.0,6.0
-6.899,1.0,126.023,213000.0,0.0
-6.805,1.0,82.992,251413.0,0.0
-7.415,0.0,167.935,232000.0,5.0
-6.694,1.0,143.934,244185.0,5.0
-6.844,0.0,140.394,445533.0,4.0
-5.001,1.0,86.033,180815.0,3.0
-11.073,1.0,131.577,255600.0,4.0
-4.188,1.0,132.019,211167.0,7.0
-7.066,1.0,135.811,296467.0,8.0
-7.724,0.0,171.853,268187.0,0.0
-6.165,1.0,176.915,220880.0,4.0
-5.908,1.0,128.153,214405.0,3.0
-9.129,1.0,118.402,228707.0,7.0
-6.645,0.0,154.132,199520.0,0.0
-5.678,1.0,188.386,255493.0,8.0
-5.563,1.0,147.117,168743.0,3.0
-4.654,0.0,96.004,192484.0,4.0
-4.236,1.0,97.546,178000.0,8.0
-8.958,0.0,140.051,249444.0,1.0
-5.787,0.0,124.618,429760.0,8.0
-6.362,1.0,152.875,295466.0,8.0
-4.339,1.0,92.538,211198.0,8.0
-8.888,0.0,148.96,188327.0,9.0
-18.49,0.0,124.334,415802.0,9.0
-5.165,1.0,136.865,232512.0,5.0
-4.549,1.0,127.042,177689.0,7.0
-11.641,1.0,87.155,434693.0,4.0
-6.711,1.0,96.082,138018.0,9.0
-5.094,0.0,142.936,189175.0,1.0
-6.714,1.0,130.045,203213.0,2.0
-9.997,0.0,109.996,227613.0,5.0
-5.889,0.0,109.051,295776.0,3.0
-9.578,1.0,186.491,198800.0,3.0
-6.788,1.0,156.042,230973.0,3.0
-8.749,0.0,103.974,207921.0,1.0
-4.328,1.0,129.982,167507.0,0.0
-12.211,0.0,89.858,234736.0,9.0
-6.178,1.0,134.981,175163.0,2.0
-7.844,1.0,144.95,251747.0,6.0
-7.206,1.0,80.482,196893.0,6.0
-7.438,0.0,174.22,213093.0,4.0
-4.381,0.0,119.385,184216.0,1.0
-10.389,0.0,90.098,372213.0,9.0
-3.333,1.0,135.981,224179.0,8.0
-8.828,1.0,127.984,285240.0,0.0
-7.246,1.0,109.535,286220.0,8.0
-7.339,1.0,97.625,128024.0,0.0
-6.885,1.0,143.049,135264.0,7.0
-5.958,1.0,123.899,164347.0,3.0
-7.049,0.0,73.986,149538.0,8.0
-8.529,1.0,82.03,197443.0,1.0
-9.946,1.0,116.022,251507.0,9.0
-6.474,1.0,91.617,231616.0,1.0
-7.63,1.0,88.865,208720.0,3.0
-9.418,1.0,79.792,293862.0,3.0
-5.68,1.0,105.238,207320.0,4.0
